ERROR 2025-06-09 10:55:22,747 services 42976 8681004800 Failed to initialize Ollama models: (1146, "Table 'semantic_qa_system.system_config' doesn't exist")
ERROR 2025-06-09 10:55:22,747 services 42976 8681004800 Failed to initialize translation model: (1146, "Table 'semantic_qa_system.system_config' doesn't exist")
ERROR 2025-06-09 10:55:37,398 services 43146 8681004800 Failed to initialize Ollama models: (1146, "Table 'semantic_qa_system.system_config' doesn't exist")
ERROR 2025-06-09 10:55:37,399 services 43146 8681004800 Failed to initialize translation model: (1146, "Table 'semantic_qa_system.system_config' doesn't exist")
INFO 2025-06-09 11:12:14,577 services 48412 8681004800 Initialized Ollama models: qwen2.5, nomic-embed-text
INFO 2025-06-09 11:12:20,548 services 48530 8681004800 Initialized Ollama models: qwen2.5, nomic-embed-text
INFO 2025-06-09 11:14:17,847 services 49247 8681004800 Initialized Ollama models: qwen2.5, nomic-embed-text
INFO 2025-06-09 11:14:21,297 services 49346 8681004800 Initialized Ollama models: qwen2.5, nomic-embed-text
INFO 2025-06-09 11:18:59,940 services 51297 8681004800 Initialized Ollama models: qwen2.5, nomic-embed-text
INFO 2025-06-09 11:19:03,921 services 51400 8681004800 Initialized Ollama models: qwen2.5, nomic-embed-text
INFO 2025-06-09 11:29:33,893 services 54829 8681004800 Initialized Ollama models: qwen2.5, nomic-embed-text
INFO 2025-06-09 11:29:38,019 services 54935 8681004800 Initialized Ollama models: qwen2.5, nomic-embed-text
INFO 2025-06-09 11:31:28,203 services 55675 8681004800 Initialized Ollama models: qwen2.5, nomic-embed-text
INFO 2025-06-09 11:31:32,795 services 55786 8681004800 Initialized Ollama models: qwen2.5, nomic-embed-text
INFO 2025-06-09 11:33:26,554 services 56553 8681004800 Initialized Ollama models: qwen2.5, nomic-embed-text
INFO 2025-06-09 12:04:40,281 services 59944 8681004800 Initialized Ollama models: qwen2.5, nomic-embed-text
ERROR 2025-06-09 12:05:03,876 utils 59944 6161002496 Error parsing Excel file: Required column 'SKU' not found in Excel file
ERROR 2025-06-10 00:39:42,366 utils 59944 6161002496 Error parsing Excel file: Required column 'SKU' not found in Excel file
INFO 2025-06-10 00:48:40,958 services 60675 8681004800 Initialized Ollama models: qwen2.5, nomic-embed-text
INFO 2025-06-10 00:49:33,380 views 60675 6195032064 Processing file: FAQ测试.xlsx, size: 19455 bytes
INFO 2025-06-10 00:49:33,411 utils 60675 6195032064 Excel columns found: ['Unnamed: 0', '内容', '图片链接']
ERROR 2025-06-10 00:49:33,412 utils 60675 6195032064 Required column 'SKU' not found. Available columns: ['Unnamed: 0', '内容', '图片链接']
ERROR 2025-06-10 00:49:33,412 utils 60675 6195032064 Error parsing Excel file: Required column 'SKU' not found in Excel file. Available columns: ['Unnamed: 0', '内容', '图片链接']
ERROR 2025-06-10 00:49:33,412 views 60675 6195032064 Excel parsing error: Error parsing Excel file: Required column 'SKU' not found in Excel file. Available columns: ['Unnamed: 0', '内容', '图片链接']
INFO 2025-06-10 00:52:54,521 services 60737 8681004800 Initialized Ollama models: qwen2.5, nomic-embed-text
INFO 2025-06-10 00:53:32,046 services 60749 8681004800 Initialized Ollama models: qwen2.5, nomic-embed-text
INFO 2025-06-10 00:55:22,457 services 60770 8681004800 Initialized Ollama models: qwen2.5, nomic-embed-text
INFO 2025-06-10 00:55:46,618 views 60770 6204600320 Processing file: FAQ测试.xlsx, size: 19455 bytes
INFO 2025-06-10 00:55:46,648 utils 60770 6204600320 Excel columns found: ['Unnamed: 0', '内容', '图片链接']
INFO 2025-06-10 00:55:46,649 utils 60770 6204600320 Mapped SKU to 'Unnamed: 0' via positional mapping
INFO 2025-06-10 00:55:46,649 utils 60770 6204600320 Mapped Question to '内容' via exact match
INFO 2025-06-10 00:55:46,649 utils 60770 6204600320 Mapped optional Image_Link to '图片链接'
INFO 2025-06-10 00:55:46,649 utils 60770 6204600320 Final column mapping: {'SKU': 'Unnamed: 0', 'Question': '内容', 'Image_Link': '图片链接'}
INFO 2025-06-10 00:55:46,650 utils 60770 6204600320 Row 1: Using question as answer (FAQ format)
ERROR 2025-06-10 00:55:46,650 utils 60770 6204600320 Error processing row 1: local variable 're' referenced before assignment
INFO 2025-06-10 00:55:46,650 utils 60770 6204600320 Row 2: Using question as answer (FAQ format)
ERROR 2025-06-10 00:55:46,650 utils 60770 6204600320 Error processing row 2: local variable 're' referenced before assignment
INFO 2025-06-10 00:55:46,650 utils 60770 6204600320 Row 3: Using question as answer (FAQ format)
ERROR 2025-06-10 00:55:46,650 utils 60770 6204600320 Error processing row 3: local variable 're' referenced before assignment
INFO 2025-06-10 00:55:46,650 utils 60770 6204600320 Row 4: Using question as answer (FAQ format)
ERROR 2025-06-10 00:55:46,650 utils 60770 6204600320 Error processing row 4: local variable 're' referenced before assignment
INFO 2025-06-10 00:55:46,651 utils 60770 6204600320 Row 5: Using question as answer (FAQ format)
ERROR 2025-06-10 00:55:46,651 utils 60770 6204600320 Error processing row 5: local variable 're' referenced before assignment
INFO 2025-06-10 00:55:46,651 utils 60770 6204600320 Row 6: Using question as answer (FAQ format)
ERROR 2025-06-10 00:55:46,651 utils 60770 6204600320 Error processing row 6: local variable 're' referenced before assignment
INFO 2025-06-10 00:55:46,651 utils 60770 6204600320 Row 7: Using question as answer (FAQ format)
ERROR 2025-06-10 00:55:46,651 utils 60770 6204600320 Error processing row 7: local variable 're' referenced before assignment
INFO 2025-06-10 00:55:46,651 utils 60770 6204600320 Row 8: Using question as answer (FAQ format)
ERROR 2025-06-10 00:55:46,651 utils 60770 6204600320 Error processing row 8: local variable 're' referenced before assignment
INFO 2025-06-10 00:55:46,651 utils 60770 6204600320 Row 9: Using question as answer (FAQ format)
ERROR 2025-06-10 00:55:46,651 utils 60770 6204600320 Error processing row 9: local variable 're' referenced before assignment
INFO 2025-06-10 00:55:46,651 utils 60770 6204600320 Row 10: Using question as answer (FAQ format)
ERROR 2025-06-10 00:55:46,651 utils 60770 6204600320 Error processing row 10: local variable 're' referenced before assignment
INFO 2025-06-10 00:55:46,651 utils 60770 6204600320 Row 11: Using question as answer (FAQ format)
ERROR 2025-06-10 00:55:46,651 utils 60770 6204600320 Error processing row 11: local variable 're' referenced before assignment
INFO 2025-06-10 00:55:46,651 utils 60770 6204600320 Row 12: Using question as answer (FAQ format)
ERROR 2025-06-10 00:55:46,651 utils 60770 6204600320 Error processing row 12: local variable 're' referenced before assignment
INFO 2025-06-10 00:55:46,652 utils 60770 6204600320 Row 13: Using question as answer (FAQ format)
ERROR 2025-06-10 00:55:46,652 utils 60770 6204600320 Error processing row 13: local variable 're' referenced before assignment
INFO 2025-06-10 00:55:46,652 utils 60770 6204600320 Row 14: Using question as answer (FAQ format)
ERROR 2025-06-10 00:55:46,652 utils 60770 6204600320 Error processing row 14: local variable 're' referenced before assignment
INFO 2025-06-10 00:55:46,652 utils 60770 6204600320 Row 15: Using question as answer (FAQ format)
ERROR 2025-06-10 00:55:46,652 utils 60770 6204600320 Error processing row 15: local variable 're' referenced before assignment
INFO 2025-06-10 00:55:46,652 utils 60770 6204600320 Row 16: Using question as answer (FAQ format)
ERROR 2025-06-10 00:55:46,652 utils 60770 6204600320 Error processing row 16: local variable 're' referenced before assignment
INFO 2025-06-10 00:55:46,652 utils 60770 6204600320 Row 17: Using question as answer (FAQ format)
ERROR 2025-06-10 00:55:46,652 utils 60770 6204600320 Error processing row 17: local variable 're' referenced before assignment
INFO 2025-06-10 00:55:46,652 utils 60770 6204600320 Row 18: Using question as answer (FAQ format)
ERROR 2025-06-10 00:55:46,652 utils 60770 6204600320 Error processing row 18: local variable 're' referenced before assignment
INFO 2025-06-10 00:55:46,652 utils 60770 6204600320 Row 19: Using question as answer (FAQ format)
INFO 2025-06-10 00:55:46,653 utils 60770 6204600320 Row 20: Using question as answer (FAQ format)
ERROR 2025-06-10 00:55:46,654 utils 60770 6204600320 Error processing row 20: local variable 're' referenced before assignment
INFO 2025-06-10 00:55:46,654 utils 60770 6204600320 Row 21: Using question as answer (FAQ format)
ERROR 2025-06-10 00:55:46,654 utils 60770 6204600320 Error processing row 21: local variable 're' referenced before assignment
INFO 2025-06-10 00:55:46,654 utils 60770 6204600320 Row 22: Using question as answer (FAQ format)
ERROR 2025-06-10 00:55:46,654 utils 60770 6204600320 Error processing row 22: local variable 're' referenced before assignment
INFO 2025-06-10 00:55:46,654 utils 60770 6204600320 Row 23: Using question as answer (FAQ format)
ERROR 2025-06-10 00:55:46,654 utils 60770 6204600320 Error processing row 23: local variable 're' referenced before assignment
INFO 2025-06-10 00:55:46,654 utils 60770 6204600320 Row 24: Using question as answer (FAQ format)
ERROR 2025-06-10 00:55:46,654 utils 60770 6204600320 Error processing row 24: local variable 're' referenced before assignment
INFO 2025-06-10 00:55:46,654 utils 60770 6204600320 Row 25: Using question as answer (FAQ format)
ERROR 2025-06-10 00:55:46,654 utils 60770 6204600320 Error processing row 25: local variable 're' referenced before assignment
INFO 2025-06-10 00:55:46,654 utils 60770 6204600320 Row 26: Using question as answer (FAQ format)
ERROR 2025-06-10 00:55:46,655 utils 60770 6204600320 Error processing row 26: local variable 're' referenced before assignment
INFO 2025-06-10 00:55:46,655 utils 60770 6204600320 Row 27: Using question as answer (FAQ format)
ERROR 2025-06-10 00:55:46,655 utils 60770 6204600320 Error processing row 27: local variable 're' referenced before assignment
INFO 2025-06-10 00:55:46,655 utils 60770 6204600320 Row 28: Using question as answer (FAQ format)
ERROR 2025-06-10 00:55:46,655 utils 60770 6204600320 Error processing row 28: local variable 're' referenced before assignment
INFO 2025-06-10 00:55:46,655 utils 60770 6204600320 Row 29: Using question as answer (FAQ format)
ERROR 2025-06-10 00:55:46,655 utils 60770 6204600320 Error processing row 29: local variable 're' referenced before assignment
INFO 2025-06-10 00:55:46,655 utils 60770 6204600320 Row 30: Using question as answer (FAQ format)
ERROR 2025-06-10 00:55:46,655 utils 60770 6204600320 Error processing row 30: local variable 're' referenced before assignment
INFO 2025-06-10 00:55:46,655 utils 60770 6204600320 Row 31: Using question as answer (FAQ format)
ERROR 2025-06-10 00:55:46,655 utils 60770 6204600320 Error processing row 31: local variable 're' referenced before assignment
INFO 2025-06-10 00:55:46,655 utils 60770 6204600320 Row 32: Using question as answer (FAQ format)
ERROR 2025-06-10 00:55:46,655 utils 60770 6204600320 Error processing row 32: local variable 're' referenced before assignment
INFO 2025-06-10 00:55:46,655 utils 60770 6204600320 Row 33: Using question as answer (FAQ format)
ERROR 2025-06-10 00:55:46,656 utils 60770 6204600320 Error processing row 33: local variable 're' referenced before assignment
INFO 2025-06-10 00:55:46,656 utils 60770 6204600320 Row 34: Using question as answer (FAQ format)
ERROR 2025-06-10 00:55:46,656 utils 60770 6204600320 Error processing row 34: local variable 're' referenced before assignment
INFO 2025-06-10 00:55:46,656 utils 60770 6204600320 Row 35: Using question as answer (FAQ format)
ERROR 2025-06-10 00:55:46,656 utils 60770 6204600320 Error processing row 35: local variable 're' referenced before assignment
INFO 2025-06-10 00:55:46,656 utils 60770 6204600320 Row 36: Using question as answer (FAQ format)
ERROR 2025-06-10 00:55:46,656 utils 60770 6204600320 Error processing row 36: local variable 're' referenced before assignment
INFO 2025-06-10 00:55:46,656 utils 60770 6204600320 Row 37: Using question as answer (FAQ format)
ERROR 2025-06-10 00:55:46,656 utils 60770 6204600320 Error processing row 37: local variable 're' referenced before assignment
INFO 2025-06-10 00:55:46,656 utils 60770 6204600320 Row 38: Using question as answer (FAQ format)
ERROR 2025-06-10 00:55:46,656 utils 60770 6204600320 Error processing row 38: local variable 're' referenced before assignment
INFO 2025-06-10 00:55:46,656 utils 60770 6204600320 Row 39: Using question as answer (FAQ format)
ERROR 2025-06-10 00:55:46,656 utils 60770 6204600320 Error processing row 39: local variable 're' referenced before assignment
INFO 2025-06-10 00:55:46,656 utils 60770 6204600320 Row 40: Using question as answer (FAQ format)
ERROR 2025-06-10 00:55:46,656 utils 60770 6204600320 Error processing row 40: local variable 're' referenced before assignment
INFO 2025-06-10 00:55:46,656 utils 60770 6204600320 Row 41: Using question as answer (FAQ format)
ERROR 2025-06-10 00:55:46,657 utils 60770 6204600320 Error processing row 41: local variable 're' referenced before assignment
INFO 2025-06-10 00:55:46,657 utils 60770 6204600320 Row 42: Using question as answer (FAQ format)
ERROR 2025-06-10 00:55:46,657 utils 60770 6204600320 Error processing row 42: local variable 're' referenced before assignment
INFO 2025-06-10 00:55:46,657 utils 60770 6204600320 Row 43: Using question as answer (FAQ format)
ERROR 2025-06-10 00:55:46,657 utils 60770 6204600320 Error processing row 43: local variable 're' referenced before assignment
INFO 2025-06-10 00:55:46,657 utils 60770 6204600320 Row 44: Using question as answer (FAQ format)
ERROR 2025-06-10 00:55:46,657 utils 60770 6204600320 Error processing row 44: local variable 're' referenced before assignment
INFO 2025-06-10 00:55:46,657 utils 60770 6204600320 Row 45: Using question as answer (FAQ format)
ERROR 2025-06-10 00:55:46,657 utils 60770 6204600320 Error processing row 45: local variable 're' referenced before assignment
INFO 2025-06-10 00:55:46,657 utils 60770 6204600320 Row 46: Using question as answer (FAQ format)
ERROR 2025-06-10 00:55:46,657 utils 60770 6204600320 Error processing row 46: local variable 're' referenced before assignment
INFO 2025-06-10 00:55:46,657 utils 60770 6204600320 Row 47: Using question as answer (FAQ format)
ERROR 2025-06-10 00:55:46,657 utils 60770 6204600320 Error processing row 47: local variable 're' referenced before assignment
